"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_001108069",1183.23277683198,-0.29748886485016,0.126380948466466,0.00643523424245079,0.0658495715147756
"NM_001108070",8.92316353751088,0.0261202941732352,0.221668925872837,0.707407095853837,0.908022665073224
"NM_001108071",15.5011664339691,-0.170042614679611,0.291160721603869,0.0927610763072141,0.370008640067258
"NM_001108072",282.53733740612,-0.0566373659411104,0.138573177262058,0.610396999599173,0.867900642306174
"NM_001108073",365.039570926352,-0.149627901965319,0.187774268689649,0.235251189074029,0.589117346844728
"NM_001108074",296.808200326876,-0.0285057823627668,0.154511096340741,0.80383257645804,0.943955029525284
"NM_001108075",11.8429099806138,-0.0857003321340597,0.23776361569555,0.274833059095566,0.635525507526705
"NM_001108076",121.40392481148,0.261598757737943,0.24089750846922,0.0755658657261509,0.330847609825525
"NM_001108080",12.6038955468506,-0.0295837934517891,0.222873493459105,0.659862115100729,0.889640692068226
"NM_001108081",103.848111337826,0.0229577847508992,0.167098575754527,0.844393101464194,0.956414387326747
"NM_001108082",170.766905951877,0.060752547283324,0.149687365326526,0.598434321289878,0.862354193388371
"NM_001108084",1170.75113201277,-0.20657201821639,0.130302906600714,0.0606128937238692,0.289172247802969
"NM_001108085",40.9293865134287,0.0123935450148597,0.197946321392004,0.905906290240192,0.972496169539565
"NM_001108086",424.904070213866,-0.226513714669792,0.140933602648548,0.0501430787115161,0.258477570993752
"NM_001108089",156.239893874624,-0.0386791702709544,0.159216928994621,0.737811165352685,0.918698734632828
"NM_001108090",165.48752001423,0.101890998338616,0.171629083091972,0.419204782070581,0.751550712531961
